cause_id,icd10,icd10_name
488,D49.6,Neoplasm of unspecified behavior of brain
429,D49.3,Neoplasm of unspecified behavior of breast
488,D47.9,"Neoplm of uncrt behav of lymphoid,hematpoetc & rel tiss,unsp"
488,D48.2,Neoplm of uncrt behav of prph nerves and autonm nervous sys
594,N25.1,Nephrogenic diabetes insipidus
619,N14.3,Nephropathy induced by heavy metals
619,N14.1,Nephropathy induced by oth drug/meds/biol subst
589,N04.7,Nephrotic syndrome w diffuse crescentic glomerulonephritis
589,N04.4,Nephrotic syndrome w diffuse endocaplry prolif glomrlneph
589,N04.2,Nephrotic syndrome w diffuse membranous glomerulonephritis
589,N04.3,Nephrotic syndrome w diffuse mesangial prolif glomrlneph
589,N04.5,Nephrotic syndrome w diffuse mesangiocapillary glomrlneph
589,N04.1,Nephrotic syndrome w focal and segmental glomerular lesions
589,N04.6,Nephrotic syndrome with dense deposit disease
589,N04.0,Nephrotic syndrome with minor glomerular abnormality
589,N04.8,Nephrotic syndrome with other morphologic changes
589,N04.9,Nephrotic syndrome with unspecified morphologic changes
641,Q85.0,Neurofibromatosis (nonmalignant)
541,K59.2,"Neurogenic bowel, not elsewhere classified"
594,N31.9,"Neuromuscular dysfunction of bladder, unspecified"
639,M41.4,Neuromuscular scoliosis
557,G36.0,Neuromyelitis optica [Devic]
619,E75.4,Neuronal ceroid lipofuscinosis
619,E85.1,Neuropathic heredofamilial amyloidosis
619,N14.2,"Neuropath induced by unsp drug, medicament or biolg sub"
393,A52.3,"Neurosyphilis, unspecified"
619,D70.3,Neutropenia due to infection
619,D70.9,"Neutropenia, unspecified"
507,I78.1,"Nevus, non-neoplastic"
385,P04.6,Newborn aff by maternal exposure to environ chemical substnc
385,P00.1,Newborn aff by maternal renal and urinary tract diseases
385,P04.5,Newborn aff by maternal use of nutritional chemical substnc
385,P50.1,Newborn aff by uterin (fetal) blood loss from ruptured cord
385,P50.0,Newborn aff by uterin (fetal) blood loss from vasa previa
382,P02.9,"Newborn affected by abnormality of membranes, unsp"
382,P03.6,Newborn affected by abnormal uterine contractions
382,P03.0,Newborn affected by breech delivery and extraction
382,P03.9,"Newborn affected by complication of labor and delivery, unsp"
382,P03.3,Newborn affected by delivery by vacuum extractor
385,P50.3,Newborn affected by hemorrhage into co-twin
385,P50.4,Newborn affected by hemorrhage into maternal circulation
385,P50.9,"Newborn affected by intrauterine (fetal) blood loss, unsp"
382,P01.7,Newborn affected by malpresentation before labor
385,P01.7,Newborn affected by malpresentation before labor
385,P01.9,"Newborn affected by maternal complication of pregnancy, unsp"
385,P00.0,Newborn affected by maternal hypertensive disorders
385,P00.2,Newborn affected by maternal infec/parastc diseases
385,P04.9,"Newborn affected by maternal noxious substance, unsp"
385,P00.4,Newborn affected by maternal nutritional disorders
560,P04.3,Newborn affected by maternal use of alcohol
561,P04.4,Newborn affected by maternal use of drugs of addiction
385,P04.2,Newborn affected by maternal use of tobacco
382,P02.8,Newborn affected by oth abnormalities of membranes
382,P02.6,Newborn affected by oth and unsp cond of umbilical cord
382,P03.8,Newborn affected by oth complications of labor and delivery
382,P02.5,Newborn affected by oth compression of umbilical cord
385,P50.8,Newborn affected by other intrauterine (fetal) blood loss
385,P00.3,Newborn affected by oth maternal circ and resp diseases
385,P01.8,Newborn affected by oth maternal complications of pregnancy
385,P00.8,Newborn affected by oth maternal conditions
385,P04.1,Newborn affected by oth maternal medication
385,P04.8,Newborn affected by oth maternal noxious substances
385,P00.7,"Newborn affected by oth medical procedures on mother, NEC"
382,P02.1,Newborn affected by oth placental separation and hemorrhage
382,P02.3,Newborn affected by placental transfusion syndromes
385,P05.9,"Newborn affected by slow intrauterine growth, unspecified"
385,P00.6,Newborn affected by surgical procedure on mother
385,P00.9,Newborn affected by unsp maternal condition
385,P50.2,Newborn affected by uterin (fetal) blood loss from placenta
385,P05.0,Newborn light for gestational age
385,P05.1,Newborn small for gestational age
382,P03.4,Newborn (suspected to be) affected by Cesarean delivery
382,P02.7,Newborn (suspected to be) affected by chorioamnionitis
385,P01.4,Newborn (suspected to be) affected by ectopic pregnancy
382,P03.2,Newborn (suspected to be) affected by forceps delivery
381,P01.0,Newborn (suspected to be) affected by incompetent cervix
385,P01.0,Newborn (suspected to be) affected by incompetent cervix
385,P01.6,Newborn (suspected to be) affected by maternal death
385,P00.5,Newborn (suspected to be) affected by maternal injury
385,P01.5,Newborn (suspected to be) affected by multiple pregnancy
385,P01.2,Newborn (suspected to be) affected by oligohydramnios
382,P02.0,Newborn (suspected to be) affected by placenta previa
385,P01.3,Newborn (suspected to be) affected by polyhydramnios
382,P03.5,Newborn (suspected to be) affected by precipitate delivery
381,P01.1,Newborn (suspected to be) affected by premature ROM
385,P01.1,Newborn (suspected to be) affected by premature ROM
382,P02.4,Newborn (suspected to be) affected by prolapsed cord
585,F17.2,Nicotine dependence
669,H53.6,Night blindness
585,F51.5,Nightmare disorder
484,C81.0,Nodular lymphocyte predominant Hodgkin lymphoma
484,C81.1,Nodular sclerosis classical Hodgkin lymphoma
520,J38.2,Nodules of vocal cords
669,H83.3,Noise effects on inner ear
653,L51.0,Nonbullous erythema multiforme
724,Y07.5,"Non-family member, perpetrator of maltreatment and neglect"
485,C83.9,"Non-follicular (diffuse) lymphoma, unspecified"
485,C85.9,"Non-Hodgkin lymphoma, unspecified"
669,H01.1,Noninfectious dermatoses of eyelid
507,I89.9,"Noninfective disorder of lymphatic vessels and nodes, unsp"
669,H61.1,Noninfective disorders of pinna
532,K52.9,"Noninfective gastroenteritis and colitis, unspecified"
385,P78.3,Noninfective neonatal diarrhea
603,N83.9,"Noninflammatory disord of ovary, fallop & broad ligmt, unsp"
619,E85.0,Non-neuropathic heredofamilial amyloidosis
594,N11.0,Nonobstructive reflux-associated chronic pyelonephritis
408,A48.2,Nonpneumonic Legionnaires' disease [Pontiac fever]
653,L97.3,Non-pressure chronic ulcer of ankle
653,L97.2,Non-pressure chronic ulcer of calf
653,L97.4,Non-pressure chronic ulcer of heel and midfoot
653,L97.5,Non-pressure chronic ulcer of other part of foot
653,L97.8,Non-pressure chronic ulcer of other part of lower leg
653,L98.4,"Non-pressure chronic ulcer of skin, not elsewhere classified"
653,L97.1,Non-pressure chronic ulcer of thigh
653,L97.9,Non-pressure chronic ulcer of unspecified part of lower leg
585,F48.9,"Nonpsychotic mental disorder, unspecified"
368,O91.2,"Nonpurulent mastitis assoc w preg, the puerp and lactation"
332,G03.0,Nonpyogenic meningitis
494,I67.6,Nonpyogenic thrombosis of intracranial venous system
507,I35.9,"Nonrheumatic aortic valve disorder, unspecified"
507,I35.1,Nonrheumatic aortic (valve) insufficiency
507,I35.0,Nonrheumatic aortic (valve) stenosis
507,I35.2,Nonrheumatic aortic (valve) stenosis with insufficiency
507,I34.9,"Nonrheumatic mitral valve disorder, unspecified"
507,I34.0,Nonrheumatic mitral (valve) insufficiency
507,I34.1,Nonrheumatic mitral (valve) prolapse
507,I34.2,Nonrheumatic mitral (valve) stenosis
507,I37.9,"Nonrheumatic pulmonary valve disorder, unspecified"
507,I37.1,Nonrheumatic pulmonary valve insufficiency
507,I37.0,Nonrheumatic pulmonary valve stenosis
507,I37.2,Nonrheumatic pulmonary valve stenosis with insufficiency
507,I36.9,"Nonrheumatic tricuspid valve disorder, unspecified"
507,I36.1,Nonrheumatic tricuspid (valve) insufficiency
507,I36.0,Nonrheumatic tricuspid (valve) stenosis
507,I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency
507,I88.9,"Nonspecific lymphadenitis, unspecified"
507,I88.0,Nonspecific mesenteric lymphadenitis
525,K75.2,Nonspecific reactive hepatitis
594,N34.1,Nonspecific urethritis
493,I21.4,Non-ST elevation (NSTEMI) myocardial infarction
619,E04.0,Nontoxic diffuse goiter
619,E04.9,"Nontoxic goiter, unspecified"
619,E04.2,Nontoxic multinodular goiter
619,E04.1,Nontoxic single thyroid nodule
494,I62.1,Nontraumatic extradural hemorrhage
494,I61.1,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical"
494,I61.0,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical"
494,I61.3,Nontraumatic intracerebral hemorrhage in brain stem
494,I61.4,Nontraumatic intracerebral hemorrhage in cerebellum
494,I61.2,"Nontraumatic intracerebral hemorrhage in hemisphere, unsp"
494,I61.5,"Nontraumatic intracerebral hemorrhage, intraventricular"
494,I61.6,"Nontraumatic intracerebral hemorrhage, multiple localized"
494,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified"
494,I62.9,"Nontraumatic intracranial hemorrhage, unspecified"
494,I60.4,Nontraumatic subarachnoid hemorrhage from basilar artery
494,I60.6,Nontraumatic subarachnoid hemorrhage from oth intracran art
494,I60.7,Nontraumatic subarachnoid hemorrhage from unsp intracran art
494,I60.5,Nontraumatic subarachnoid hemorrhage from vertebral artery
494,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified"
494,I62.0,Nontraumatic subdural hemorrhage
494,I60.2,Ntrm subarach hemorrhage from anterior communicating artery
494,I60.0,Ntrm subarach hemorrhage from carotid siphon and bifurcation
494,I60.3,Ntrm subarach hemorrhage from posterior communicating artery
494,I60.1,Ntrm subarachnoid hemorrhage from middle cerebral artery
391,D53.9,"Nutritional anemia, unspecified"
391,E63.9,"Nutritional deficiency, unspecified"
669,H46.2,Nutritional optic neuropathy
669,H55.0,Nystagmus
619,E66.0,Obesity due to excess calories
619,E66.9,"Obesity, unspecified"
585,F60.5,Obsessive-compulsive personality disorder
379,O88.0,Obstetric air embolism
370,O71.6,Obstetric damage to pelvic joints and ligaments
370,O71.7,Obstetric hematoma of pelvis
370,O71.4,Obstetric high vaginal laceration alone
370,O71.3,Obstetric laceration of cervix
379,O88.3,Obstetric pyemic and septic embolism
379,O88.2,Obstetric thromboembolism
370,O71.9,"Obstetric trauma, unspecified"
370,O65.3,Obst labor due to pelvic outlet and mid-cavity contrctn
370,O65.5,Obstructed labor due to abnlt of maternal pelvic organs
370,O64.1,Obstructed labor due to breech presentation
370,O64.3,Obstructed labor due to brow presentation
370,O64.5,Obstructed labor due to compound presentation
370,O65.0,Obstructed labor due to deformed pelvis
370,O64.2,Obstructed labor due to face presentation
370,O65.4,"Obstructed labor due to fetopelvic disproportion, unsp"
370,O65.1,Obstructed labor due to generally contracted pelvis
370,O64.0,Obstructed labor due to incomplete rotation of fetal head
370,O66.1,Obstructed labor due to locked twins
370,O64.9,"Obstructed labor due to malposition and malpresent, unsp"
370,O65.9,"Obstructed labor due to maternal pelvic abnormality, unsp"
370,O66.3,Obstructed labor due to other abnormalities of fetus
370,O65.8,Obstructed labor due to other maternal pelvic abnormalities
370,O66.6,Obstructed labor due to other multiple fetuses
370,O64.8,Obstructed labor due to oth malposition and malpresentation
370,O65.2,Obstructed labor due to pelvic inlet contraction
370,O66.0,Obstructed labor due to shoulder dystocia
370,O64.4,Obstructed labor due to shoulder presentation
370,O66.2,Obstructed labor due to unusually large fetus
370,O66.9,"Obstructed labor, unspecified"
534,K83.1,Obstruction of bile duct
527,K31.5,Obstruction of duodenum
669,H68.1,Obstruction of Eustachian tube
534,K82.0,Obstruction of gallbladder
499,I42.1,Obstructive hypertrophic cardiomyopathy
641,Q01.2,Occipital encephalocele
494,I66.1,Occlusion and stenosis of anterior cerebral artery
494,I65.1,Occlusion and stenosis of basilar artery
494,I65.2,Occlusion and stenosis of carotid artery
494,I66.3,Occlusion and stenosis of cerebellar arteries
494,I66.0,Occlusion and stenosis of middle cerebral artery
494,I66.8,Occlusion and stenosis of other cerebral arteries
494,I65.8,Occlusion and stenosis of other precerebral arteries
494,I66.2,Occlusion and stenosis of posterior cerebral artery
494,I66.9,Occlusion and stenosis of unspecified cerebral artery
494,I65.9,Occlusion and stenosis of unspecified precerebral artery
494,I65.0,Occlusion and stenosis of vertebral artery
695,V81.7,Occ of rail trn/veh injured in derail w/o antecedent clsn
689,V39.8,Occupant (driver) of 3-whl mv injured in oth transport acc
689,V39.3,Occupant (driver) of 3-whl mv injured in unsp nontraf
689,V39.9,Occupant (driver) of 3-whl mv injured in unsp traf
689,V69.8,Occupant (driver) of hv veh injured in oth transport acc
689,V69.3,Occupant (driver) of hv veh injured in unsp nontraf
689,V59.8,Occupant (driver) of pk-up/van injured in oth transport acc
689,V59.3,Occupant (driver) of pk-up/van injured in unsp nontraf
689,V59.9,Occupant (driver) of pk-up/van injured in unsp traf
689,V69.9,Occupant (driver) (passenger) of hv veh injured in unsp traf
695,V97.0,Occupant of aircraft injured in oth air transport accidents
695,V81.6,Occupant of rail trn/veh injured by fall from rail trn/veh
695,V81.5,Occupant of rail trn/veh injured by fall in rail trn/veh
695,V81.1,Occupant of rail trn/veh injured in clsn w mtr veh in traf
695,V81.0,Occupant of rail trn/veh injured in clsn w mtr veh nontraf
695,V81.3,Occupant of rail trn/veh injured in collision w oth object
695,V81.2,Occupant of rail trn/veh injured in collisn/hit by roll stok
695,V81.8,Occupant of rail trn/veh injured in oth railway accidents
695,V81.9,Occupant of rail trn/veh injured in unsp railway accident
689,V82.6,Occupant of streetcar injured by fall from streetcar
689,V82.5,Occupant of streetcar injured by fall in streetcar
689,V82.3,Occupant of streetcar injured in collision with other object
689,V82.1,Occupant of streetcar injured in collision w mtr veh in traf
689,V82.0,Occupant of streetcar injured in collision w mtr veh nontraf
689,V82.2,Occupant of streetcar injured in collisn/hit by roll stok
689,V82.7,Occupant of streetcar injured in derail w/o antecedent clsn
689,V82.8,Occupant of streetcar injured in oth transport accidents
689,V82.9,Occupant of streetcar injured in unsp traffic accident
689,V36.9,Occup of 3-whl mv injured in clsn w nonmtr vehicle in traf
689,V36.3,Occup of 3-whl mv injured in clsn w nonmtr vehicle nontraf
689,V39.6,Occup of 3-whl mv injured in clsn w oth and unsp mv in traf
689,V39.2,Occup of 3-whl mv injured in clsn w oth and unsp mv nontraf
689,V35.9,Occup of 3-whl mv injured in clsn w rail trn/veh in traf
689,V35.3,Occup of 3-whl mv injured in clsn w rail trn/veh nontraf
689,V37.9,Occup of 3-whl mv injured in clsn w statnry object in traf
689,V37.3,Occup of 3-whl mv injured in clsn w statnry object nontraf
689,V32.9,Occup of 3-whl mv injured in collision w 2/3-whl mv in traf
689,V32.3,Occup of 3-whl mv injured in collision w 2/3-whl mv nontraf
689,V34.9,Occup of 3-whl mv injured in collision w hv veh in traf
689,V34.3,Occup of 3-whl mv injured in collision w hv veh nontraf
689,V31.9,Occup of 3-whl mv injured in collision w pedal cycle in traf
689,V31.3,Occup of 3-whl mv injured in collision w pedal cycle nontraf
689,V30.9,Occup of 3-whl mv injured in collision w ped/anml in traf
689,V30.3,Occup of 3-whl mv injured in collision w ped/anml nontraf
689,V38.9,Occup of 3-whl mv injured in nonclsn trnsp accident in traf
689,V38.3,Occup of 3-whl mv injured in nonclsn trnsp accident nontraf
689,V33.9,"Occup of 3-whl mv injured pick-up truck, pk-up/van in traf"
689,V33.3,"Occup of 3-whl mv injured pick-up truck, pk-up/van nontraf"
689,V72.9,Occup of bus injured in collision w 2/3-whl mv in traf
689,V72.3,Occup of bus injured in collision w 2/3-whl mv nontraf
689,V74.9,Occup of bus injured in collision w hv veh in traf
689,V74.3,Occup of bus injured in collision w hv veh nontraf
689,V76.9,Occup of bus injured in collision w nonmtr vehicle in traf
689,V76.3,Occup of bus injured in collision w nonmtr vehicle nontraf
689,V71.9,Occup of bus injured in collision w pedal cycle in traf
689,V71.3,Occup of bus injured in collision w pedal cycle nontraf
689,V70.9,Occup of bus injured in collision w ped/anml in traf
689,V70.3,Occup of bus injured in collision w ped/anml nontraf
689,V75.9,Occup of bus injured in collision w rail trn/veh in traf
689,V75.3,Occup of bus injured in collision w rail trn/veh nontraf
689,V77.9,Occup of bus injured in collision w statnry object in traf
689,V77.3,Occup of bus injured in collision w statnry object nontraf
689,V78.9,Occup of bus injured in nonclsn transport accident in traf
689,V78.3,Occup of bus injured in nonclsn transport accident nontraf
689,V73.9,"Occup of bus injured pick-up truck, pk-up/van in traf"
689,V73.3,"Occup of bus injured pick-up truck, pk-up/van nontraf"
689,V66.9,Occup of hv veh injured in clsn w nonmtr vehicle in traf
689,V66.3,Occup of hv veh injured in clsn w nonmtr vehicle nontraf
689,V69.6,Occup of hv veh injured in clsn w oth and unsp mv in traf
689,V69.2,Occup of hv veh injured in clsn w oth and unsp mv nontraf
689,V67.9,Occup of hv veh injured in clsn w statnry object in traf
689,V67.3,Occup of hv veh injured in clsn w statnry object nontraf
689,V62.9,Occup of hv veh injured in collision w 2/3-whl mv in traf
689,V62.3,Occup of hv veh injured in collision w 2/3-whl mv nontraf
689,V64.9,Occup of hv veh injured in collision w hv veh in traf
689,V64.3,Occup of hv veh injured in collision w hv veh nontraf
689,V61.9,Occup of hv veh injured in collision w pedal cycle in traf
689,V61.3,Occup of hv veh injured in collision w pedal cycle nontraf
689,V60.9,Occup of hv veh injured in collision w ped/anml in traf
689,V60.3,Occup of hv veh injured in collision w ped/anml nontraf
689,V65.9,Occup of hv veh injured in collision w rail trn/veh in traf
689,V65.3,Occup of hv veh injured in collision w rail trn/veh nontraf
689,V68.9,Occup of hv veh injured in nonclsn trnsp accident in traf
689,V68.3,Occup of hv veh injured in nonclsn trnsp accident nontraf
689,V63.9,"Occup of hv veh injured pick-up truck, pk-up/van in traf"
689,V63.3,"Occup of hv veh injured pick-up truck, pk-up/van nontraf"
689,V56.9,Occup of pk-up/van injured in clsn w nonmtr vehicle in traf
689,V56.3,Occup of pk-up/van injured in clsn w nonmtr vehicle nontraf
689,V59.6,Occup of pk-up/van injured in clsn w oth and unsp mv in traf
689,V59.2,Occup of pk-up/van injured in clsn w oth and unsp mv nontraf
689,V55.9,Occup of pk-up/van injured in clsn w rail trn/veh in traf
689,V55.3,Occup of pk-up/van injured in clsn w rail trn/veh nontraf
689,V57.9,Occup of pk-up/van injured in clsn w statnry object in traf
689,V57.3,Occup of pk-up/van injured in clsn w statnry object nontraf
689,V52.9,Occup of pk-up/van injured in collision w 2/3-whl mv in traf
689,V52.3,Occup of pk-up/van injured in collision w 2/3-whl mv nontraf
689,V54.9,Occup of pk-up/van injured in collision w hv veh in traf
689,V54.3,Occup of pk-up/van injured in collision w hv veh nontraf
689,V50.9,Occup of pk-up/van injured in collision w ped/anml in traf
689,V50.3,Occup of pk-up/van injured in collision w ped/anml nontraf
689,V51.9,Occup of pk-up/van injured in collision w pedl cyc in traf
689,V51.3,Occup of pk-up/van injured in collision w pedl cyc nontraf
689,V58.9,Occup of pk-up/van injured in nonclsn trnsp accident in traf
689,V58.3,Occup of pk-up/van injured in nonclsn trnsp accident nontraf
689,V53.9,"Occup of pk-up/van injured pick-up truck, pk-up/van in traf"
689,V53.3,"Occup of pk-up/van injured pick-up truck, pk-up/van nontraf"
695,V84.3,Occup of special agricultural vehicle injured in traf
695,V84.9,Occup of special agricultural vehicle injured nontraf
695,V85.3,Occup of special construction vehicle injured in traf
695,V85.9,Occup of special construction vehicle injured nontraf
695,V83.3,Occup of special industrial vehicle injured in traf
695,V83.9,Occup of special industrial vehicle injured nontraf
669,H57.1,Ocular pain
408,A21.1,Oculoglandular tularemia
641,Q75.5,Oculomandibular dysostosis
493,I25.2,Old myocardial infarction
379,O41.0,Oligohydramnios
383,P38.1,Omphalitis with mild hemorrhage
383,P38.9,Omphalitis without hemorrhage
365,A98.1,Omsk hemorrhagic fever
355,B73.0,Onchocerciasis with eye disease
355,B73.1,Onchocerciasis without eye disease
365,A92.1,O'nyong-nyong fever
669,H40.1,Open-angle glaucoma
561,F11.1,Opioid abuse
585,F11.1,Opioid abuse
561,F11.2,Opioid dependence
585,F11.2,Opioid dependence
561,F11.9,"Opioid use, unspecified"
585,F11.9,"Opioid use, unspecified"
364,B66.0,Opisthorchiasis
579,F91.3,Oppositional defiant disorder
669,H47.2,Optic atrophy
669,H46.0,Optic papillitis
680,K12.3,Oral mucositis (ulcerative)
680,K13.5,Oral submucous fibrosis
594,N45.2,Orchitis
585,F52.3,Orgasmic disorder
365,A93.0,Oropouche virus disease
639,M88.8,Osteitis deformans of other bones
639,M88.0,Osteitis deformans of skull
639,M88.9,Osteitis deformans of unspecified bone
639,M88.1,Osteitis deformans of vertebrae
628,M18.9,"Osteoarthritis of first carpometacarpal joint, unspecified"
628,M16.9,"Osteoarthritis of hip, unspecified"
628,M17.9,"Osteoarthritis of knee, unspecified"
628,M19.9,"Osteoarthritis, unspecified site"
641,Q77.9,"Osteochndrdys w defct of grth of tublr bones and spine, unsp"
641,Q78.9,"Osteochondrodysplasia, unspecified"
641,Q78.0,Osteogenesis imperfecta
639,M89.5,Osteolysis
488,D47.4,Osteomyelofibrosis
619,M87.1,Osteonecrosis due to drugs
408,M89.6,Osteopathy after poliomyelitis
641,Q78.2,Osteopetrosis
531,K45.0,"Oth abdominal hernia with obstruction, without gangrene"
531,K45.8,Oth abdominal hernia without obstruction or gangrene
520,J68.3,"Oth ac & subac resp cond d/t chemicals, gas, fumes & vapors"
842,L56.8,Oth acute skin changes due to ultraviolet radiation
669,H21.5,Oth and unsp adhes and disruptions of iris and ciliary body
371,O03.8,Oth and unsp comp following complete or unsp spon abortion
371,O03.3,Oth and unsp comp following incomplete spontaneous abortion
641,Q64.7,Oth and unsp congenital malformations of bladder and urethra
641,Q55.2,Oth and unsp congenital malformations of testis and scrotum
669,H02.7,Oth and unsp degeneratv disord of eyelid and perioculr area
379,O92.2,Oth and unsp disord of breast assoc w preg and the puerp
462,C44.8,Oth and unsp malignant neoplasm of overlapping sites of skin
462,C44.3,Oth and unsp malignant neoplasm skin/ and unsp parts of face
462,C44.1,"Oth and unsp malignant neoplasm skin/ eyelid, inc canthus"
462,C44.7,"Oth and unsp malignant neoplasm skin/ lower limb, inc hip"
462,C44.2,Oth and unsp malig neoplasm skin/ ear and extrn auric canal
462,C44.6,"Oth and unsp malig neoplasm skin/ upper limb, inc shoulder"
613,D61.8,Oth aplastic anemias and other bone marrow failure syndromes
459,D23.3,Oth benign neoplasm of skin of other and unsp parts of face
459,D23.2,Oth benign neoplasm skin/ ear and external auricular canal
459,D23.6,"Oth benign neoplasm skin/ upper limb, including shoulder"
628,M18.4,Oth bi secondary osteoarth of first carpometacarp joints
385,P29.8,Oth cardiovasc disorders originating in the perinatal period
381,P27.8,Oth chronic resp diseases origin in the perinatal period
379,O90.8,"Oth complications of the puerperium, NEC"
379,O74.6,Oth comp of spinal and epidural anesth during labor and del
379,O89.5,Oth comp of spinal and epidural anesth during the puerperium
379,O29.5,Oth comp of spinal and epidural anesthesia during pregnancy
385,P96.8,Oth conditions originating in the perinatal period
381,P25.8,Oth cond rel to interstit emphysema origin in perinat period
641,Q28.8,Oth congenital malformations of circulatory system
641,Q50.6,Oth congenital malformations of fallop and broad ligament
641,Q55.8,Oth congenital malformations of male genital organs
641,Q45.3,Oth congenital malformations of pancreas and pancreatic duct
641,Q27.8,Oth congenital malformations of peripheral vascular system
641,Q34.8,Oth congenital malformations of respiratory system
641,Q75.8,Oth congenital malformations of skull and face bones
641,Q40.8,Oth congenital malformations of upper alimentary tract
641,Q87.8,"Oth congenital malformation syndromes, NEC"
641,Q87.5,Oth congenital malformation syndromes w oth skeletal changes
641,Q20.8,Oth congenital malform of cardiac chambers and connections
641,Q76.4,"Oth congenital malform of spine, not associated w scoliosis"
641,Q74.2,"Oth congen malform of lower limb(s), including pelvic girdle"
641,Q74.0,"Oth congen malform of upper limb(s), inc shoulder girdle"
641,Q55.4,"Oth congen malform of vas def,epidid, semnl vescl & prostate"
641,Q86.8,Oth congen malform syndromes due to known exogenous causes
493,I23.8,Oth current complications following AMI
557,G37.8,Oth demyelinating diseases of central nervous system
587,E13.5,Oth diabetes mellitus with circulatory complications
587,E13.4,Oth diabetes mellitus with neurological complications
587,E13.3,Oth diabetes mellitus with ophthalmic complications
587,E13.6,Oth diabetes mellitus with other specified complications
587,E13.8,Oth diabetes mellitus with unspecified complications
375,O99.8,Oth diseases and conditions compl preg/chldbrth
669,H62.8,Oth disorders of external ear in diseases classd elswhr
594,N25.8,Oth disorders resulting from impaired renal tubular function
507,I79.8,"Oth disord of art,arterioles & capilare in dis classd elswhr"
680,K06.8,Oth disrd of gingiva and edentulous alveolar ridge
669,H75.8,Oth disrd of mid ear and mastoid in diseases classd elswhr
385,P81.8,Oth disturbances of temperature regulation of newborn
379,O28.8,Other abnormal findings on antenatal screening of mother
367,O62.8,Other abnormalities of forces of labor
520,J39.1,Other abscess of pharynx
669,H74.3,Other acquired abnormalities of ear ossicles
613,D60.8,Other acquired pure red cell aplasias
669,H10.2,Other acute conjunctivitis
499,I40.8,Other acute myocarditis
669,H65.1,Other acute nonsuppurative otitis media
535,K85.8,Other acute pancreatitis
492,I01.8,Other acute rheumatic heart disease
328,J01.8,Other acute sinusitis
619,E27.0,Other adrenocortical overactivity
619,E25.8,Other adrenogenital disorders
669,H25.8,Other age-related cataract
695,V97.8,"Other air transport accidents, not elsewhere classified"
520,J30.8,Other allergic rhinitis
543,G30.8,Other Alzheimer's disease
680,K04.9,Other and unsp diseases of pulp and periapical tissues
529,K35.8,Other and unspecified acute appendicitis
619,E27.4,Other and unspecified adrenocortical insufficiency
515,J45.9,Other and unspecified asthma
381,P28.1,Other and unspecified atelectasis of newborn
525,K74.6,Other and unspecified cirrhosis of liver
641,Q52.7,Other and unspecified congenital malformations of vulva
557,G95.2,Other and unspecified cord compression
669,H18.7,Other and unspecified corneal deformities
669,H18.2,Other and unspecified corneal edema
669,H44.3,Other and unspecified degenerative disorders of globe
669,H53.3,Other and unspecified disorders of binocular vision
379,O92.7,Other and unspecified disorders of lactation
619,G25.7,Other and unspecified drug induced movement disorders
385,P83.3,Other and unspecified edema specific to newborn
697,W18.3,Other and unspecified fall on same level
619,E75.1,Other and unspecified gangliosidosis
669,H50.4,Other and unspecified heterotropia
530,K56.6,Other and unspecified intestinal obstruction
639,M40.2,Other and unspecified kyphosis
680,K13.7,Other and unspecified lesions of oral mucosa
462,C44.0,Other and unspecified malignant neoplasm of skin of lip
462,C44.5,Other and unspecified malignant neoplasm of skin of trunk
945,Y37.9,Other and unspecified military operations
603,N83.2,Other and unspecified ovarian cysts
444,D10.3,Other and unspecified parts of mouth
619,E80.2,Other and unspecified porphyria
619,K43.7,Other and unspecified ventral hernia with gangrene
945,Y36.9,Other and unspecified war operations
462,C44.4,Other and unsp malignant neoplasm of skin of scalp and neck
462,C44.9,"Other and unsp malignant neoplasm of skin, unspecified"
669,H16.1,Other and unsp superficial keratitis without conjunctivitis
619,K43.6,"Other and unsp ventral hernia with obstruction, w/o gangrene"
613,D55.8,Other anemias due to enzyme disorders
641,Q11.1,Other anophthalmos
367,O46.8,Other antepartum hemorrhage
381,P28.4,Other apnea of newborn
365,A96.8,Other arenaviral hemorrhagic fevers
507,I77.7,Other arterial dissection
724,Y03.8,Other assault by crashing of motor vehicle
724,X92.8,Other assault by drowning and submersion
641,Q64.3,Other atresia and stenosis of urethra and bladder neck
408,A81.8,Other atypical virus infections of central nervous system
613,D59.1,Other autoimmune hemolytic anemias
332,G00.8,Other bacterial meningitis
383,P36.8,Other bacterial sepsis of newborn
641,Q95.8,Other balanced rearrangements and structural markers
429,N60.8,Other benign mammary dysplasias
432,D26.0,Other benign neoplasm of cervix uteri
603,D26.0,Other benign neoplasm of cervix uteri
603,D26.1,Other benign neoplasm of corpus uteri
603,D26.7,Other benign neoplasm of other parts of uterus
459,D23.1,"Other benign neoplasm of skin of eyelid, including canthus"
459,D23.0,Other benign neoplasm of skin of lip
459,D23.7,"Other benign neoplasm of skin of lower limb, including hip"
459,D23.4,Other benign neoplasm of skin of scalp and neck
459,D23.5,Other benign neoplasm of skin of trunk
459,D23.9,"Other benign neoplasm of skin, unspecified"
603,D26.9,"Other benign neoplasm of uterus, unspecified"
