cause_id,icd10,icd10_name
495,I65.0,Occlusion and stenosis of vertebral artery
693,V39.8,Occupant (driver) of 3-whl mv injured in oth transport acc
693,V39.3,Occupant (driver) of 3-whl mv injured in unsp nontraf
693,V39.9,Occupant (driver) of 3-whl mv injured in unsp traf
693,V69.8,Occupant (driver) of hv veh injured in oth transport acc
693,V69.3,Occupant (driver) of hv veh injured in unsp nontraf
693,V59.8,Occupant (driver) of pk-up/van injured in oth transport acc
693,V59.3,Occupant (driver) of pk-up/van injured in unsp nontraf
693,V59.9,Occupant (driver) of pk-up/van injured in unsp traf
693,V69.9,Occupant (driver) (passenger) of hv veh injured in unsp traf
694,V82.6,Occupant of streetcar injured by fall from streetcar
694,V82.5,Occupant of streetcar injured by fall in streetcar
694,V82.3,Occupant of streetcar injured in collision with other object
694,V82.1,Occupant of streetcar injured in collision w mtr veh in traf
694,V82.0,Occupant of streetcar injured in collision w mtr veh nontraf
694,V82.2,Occupant of streetcar injured in collisn/hit by roll stok
694,V82.7,Occupant of streetcar injured in derail w/o antecedent clsn
694,V82.8,Occupant of streetcar injured in oth transport accidents
694,V82.9,Occupant of streetcar injured in unsp traffic accident
693,V36.9,Occup of 3-whl mv injured in clsn w nonmtr vehicle in traf
693,V36.3,Occup of 3-whl mv injured in clsn w nonmtr vehicle nontraf
693,V39.6,Occup of 3-whl mv injured in clsn w oth and unsp mv in traf
693,V39.2,Occup of 3-whl mv injured in clsn w oth and unsp mv nontraf
693,V35.9,Occup of 3-whl mv injured in clsn w rail trn/veh in traf
693,V35.3,Occup of 3-whl mv injured in clsn w rail trn/veh nontraf
693,V37.9,Occup of 3-whl mv injured in clsn w statnry object in traf
693,V37.3,Occup of 3-whl mv injured in clsn w statnry object nontraf
693,V32.9,Occup of 3-whl mv injured in collision w 2/3-whl mv in traf
693,V32.3,Occup of 3-whl mv injured in collision w 2/3-whl mv nontraf
693,V34.9,Occup of 3-whl mv injured in collision w hv veh in traf
693,V34.3,Occup of 3-whl mv injured in collision w hv veh nontraf
693,V31.9,Occup of 3-whl mv injured in collision w pedal cycle in traf
693,V31.3,Occup of 3-whl mv injured in collision w pedal cycle nontraf
693,V30.9,Occup of 3-whl mv injured in collision w ped/anml in traf
693,V30.3,Occup of 3-whl mv injured in collision w ped/anml nontraf
693,V38.9,Occup of 3-whl mv injured in nonclsn trnsp accident in traf
693,V38.3,Occup of 3-whl mv injured in nonclsn trnsp accident nontraf
693,V33.9,"Occup of 3-whl mv injured pick-up truck, pk-up/van in traf"
693,V33.3,"Occup of 3-whl mv injured pick-up truck, pk-up/van nontraf"
693,V72.9,Occup of bus injured in collision w 2/3-whl mv in traf
693,V72.3,Occup of bus injured in collision w 2/3-whl mv nontraf
693,V74.9,Occup of bus injured in collision w hv veh in traf
693,V74.3,Occup of bus injured in collision w hv veh nontraf
693,V76.9,Occup of bus injured in collision w nonmtr vehicle in traf
693,V76.3,Occup of bus injured in collision w nonmtr vehicle nontraf
693,V71.9,Occup of bus injured in collision w pedal cycle in traf
693,V71.3,Occup of bus injured in collision w pedal cycle nontraf
693,V70.9,Occup of bus injured in collision w ped/anml in traf
693,V70.3,Occup of bus injured in collision w ped/anml nontraf
693,V75.9,Occup of bus injured in collision w rail trn/veh in traf
693,V75.3,Occup of bus injured in collision w rail trn/veh nontraf
693,V77.9,Occup of bus injured in collision w statnry object in traf
693,V77.3,Occup of bus injured in collision w statnry object nontraf
693,V78.9,Occup of bus injured in nonclsn transport accident in traf
693,V78.3,Occup of bus injured in nonclsn transport accident nontraf
693,V73.9,"Occup of bus injured pick-up truck, pk-up/van in traf"
693,V73.3,"Occup of bus injured pick-up truck, pk-up/van nontraf"
693,V66.9,Occup of hv veh injured in clsn w nonmtr vehicle in traf
693,V66.3,Occup of hv veh injured in clsn w nonmtr vehicle nontraf
693,V69.6,Occup of hv veh injured in clsn w oth and unsp mv in traf
693,V69.2,Occup of hv veh injured in clsn w oth and unsp mv nontraf
693,V67.9,Occup of hv veh injured in clsn w statnry object in traf
693,V67.3,Occup of hv veh injured in clsn w statnry object nontraf
693,V62.9,Occup of hv veh injured in collision w 2/3-whl mv in traf
693,V62.3,Occup of hv veh injured in collision w 2/3-whl mv nontraf
693,V64.9,Occup of hv veh injured in collision w hv veh in traf
693,V64.3,Occup of hv veh injured in collision w hv veh nontraf
693,V61.9,Occup of hv veh injured in collision w pedal cycle in traf
693,V61.3,Occup of hv veh injured in collision w pedal cycle nontraf
693,V60.9,Occup of hv veh injured in collision w ped/anml in traf
693,V60.3,Occup of hv veh injured in collision w ped/anml nontraf
693,V65.9,Occup of hv veh injured in collision w rail trn/veh in traf
693,V65.3,Occup of hv veh injured in collision w rail trn/veh nontraf
693,V68.9,Occup of hv veh injured in nonclsn trnsp accident in traf
693,V68.3,Occup of hv veh injured in nonclsn trnsp accident nontraf
693,V63.9,"Occup of hv veh injured pick-up truck, pk-up/van in traf"
693,V63.3,"Occup of hv veh injured pick-up truck, pk-up/van nontraf"
693,V56.9,Occup of pk-up/van injured in clsn w nonmtr vehicle in traf
693,V56.3,Occup of pk-up/van injured in clsn w nonmtr vehicle nontraf
693,V59.6,Occup of pk-up/van injured in clsn w oth and unsp mv in traf
693,V59.2,Occup of pk-up/van injured in clsn w oth and unsp mv nontraf
693,V55.9,Occup of pk-up/van injured in clsn w rail trn/veh in traf
693,V55.3,Occup of pk-up/van injured in clsn w rail trn/veh nontraf
693,V57.9,Occup of pk-up/van injured in clsn w statnry object in traf
693,V57.3,Occup of pk-up/van injured in clsn w statnry object nontraf
693,V52.9,Occup of pk-up/van injured in collision w 2/3-whl mv in traf
693,V52.3,Occup of pk-up/van injured in collision w 2/3-whl mv nontraf
693,V54.9,Occup of pk-up/van injured in collision w hv veh in traf
693,V54.3,Occup of pk-up/van injured in collision w hv veh nontraf
693,V50.9,Occup of pk-up/van injured in collision w ped/anml in traf
693,V50.3,Occup of pk-up/van injured in collision w ped/anml nontraf
693,V51.9,Occup of pk-up/van injured in collision w pedl cyc in traf
693,V51.3,Occup of pk-up/van injured in collision w pedl cyc nontraf
693,V58.9,Occup of pk-up/van injured in nonclsn trnsp accident in traf
693,V58.3,Occup of pk-up/van injured in nonclsn trnsp accident nontraf
693,V53.9,"Occup of pk-up/van injured pick-up truck, pk-up/van in traf"
693,V53.3,"Occup of pk-up/van injured pick-up truck, pk-up/van nontraf"
649,Q75.5,Oculomandibular dysostosis
562,F11.1,Opioid abuse
562,F11.2,Opioid dependence
562,F11.9,"Opioid use, unspecified"
602,N45.2,Orchitis
649,Q77.9,"Osteochndrdys w defct of grth of tublr bones and spine, unsp"
649,Q78.9,"Osteochondrodysplasia, unspecified"
649,Q78.0,Osteogenesis imperfecta
649,Q78.2,Osteopetrosis
650,Q64.7,Oth and unsp congenital malformations of bladder and urethra
650,Q55.2,Oth and unsp congenital malformations of testis and scrotum
849,C44.8,Oth and unsp malignant neoplasm of overlapping sites of skin
849,C44.3,Oth and unsp malignant neoplasm skin/ and unsp parts of face
849,C44.1,"Oth and unsp malignant neoplasm skin/ eyelid, inc canthus"
849,C44.7,"Oth and unsp malignant neoplasm skin/ lower limb, inc hip"
849,C44.2,Oth and unsp malig neoplasm skin/ ear and extrn auric canal
849,C44.6,"Oth and unsp malig neoplasm skin/ upper limb, inc shoulder"
618,D61.8,Oth aplastic anemias and other bone marrow failure syndromes
643,Q28.8,Oth congenital malformations of circulatory system
650,Q50.6,Oth congenital malformations of fallop and broad ligament
650,Q55.8,Oth congenital malformations of male genital organs
651,Q45.3,Oth congenital malformations of pancreas and pancreatic duct
643,Q27.8,Oth congenital malformations of peripheral vascular system
652,Q34.8,Oth congenital malformations of respiratory system
649,Q75.8,Oth congenital malformations of skull and face bones
651,Q40.8,Oth congenital malformations of upper alimentary tract
648,Q87.8,"Oth congenital malformation syndromes, NEC"
648,Q87.5,Oth congenital malformation syndromes w oth skeletal changes
643,Q20.8,Oth congenital malform of cardiac chambers and connections
649,Q76.4,"Oth congenital malform of spine, not associated w scoliosis"
649,Q74.2,"Oth congen malform of lower limb(s), including pelvic girdle"
649,Q74.0,"Oth congen malform of upper limb(s), inc shoulder girdle"
650,Q55.4,"Oth congen malform of vas def,epidid, semnl vescl & prostate"
652,Q86.8,Oth congen malform syndromes due to known exogenous causes
602,N25.8,Oth disorders resulting from impaired renal tubular function
618,D60.8,Other acquired pure red cell aplasias
942,I40.8,Other acute myocarditis
650,Q52.7,Other and unspecified congenital malformations of vulva
849,C44.0,Other and unspecified malignant neoplasm of skin of lip
849,C44.5,Other and unspecified malignant neoplasm of skin of trunk
612,N83.2,Other and unspecified ovarian cysts
849,C44.4,Other and unsp malignant neoplasm of skin of scalp and neck
849,C44.9,"Other and unsp malignant neoplasm of skin, unspecified"
618,D55.8,Other anemias due to enzyme disorders
652,Q11.1,Other anophthalmos
727,Y03.8,Other assault by crashing of motor vehicle
727,X92.8,Other assault by drowning and submersion
650,Q64.3,Other atresia and stenosis of urethra and bladder neck
618,D59.1,Other autoimmune hemolytic anemias
336,G00.8,Other bacterial meningitis
648,Q95.8,Other balanced rearrangements and structural markers
604,D26.0,Other benign neoplasm of cervix uteri
604,D26.1,Other benign neoplasm of corpus uteri
604,D26.7,Other benign neoplasm of other parts of uterus
604,D26.9,"Other benign neoplasm of uterus, unspecified"
652,Q18.2,Other branchial cleft malformations
944,I42.8,Other cardiomyopathies
707,W20.8,"Other cause of strike by thrown, projected or falling object"
495,I63.8,Other cerebral infarction
595,N30.2,Other chronic cystitis
595,N11.8,Other chronic tubulo-interstitial nephritis
652,Q06.3,Other congenital cauda equina malformations
652,Q13.4,Other congenital corneal malformations
649,Q67.8,Other congenital deformities of chest
649,Q66.8,Other congenital deformities of feet
649,Q65.8,Other congenital deformities of hip
649,Q67.4,"Other congenital deformities of skull, face and jaw"
651,Q43.2,Other congenital functional disorders of colon
652,Q03.8,Other congenital hydrocephalus
652,Q80.8,Other congenital ichthyosis
652,Q12.8,Other congenital lens malformations
651,Q79.5,Other congenital malformations of abdominal wall
649,Q79.5,Other congenital malformations of abdominal wall
652,Q13.8,Other congenital malformations of anterior segment of eye
643,Q25.4,Other congenital malformations of aorta
643,Q23.8,Other congenital malformations of aortic and mitral valves
651,Q44.5,Other congenital malformations of bile ducts
649,Q76.8,Other congenital malformations of bony thorax
652,Q83.8,Other congenital malformations of breast
652,Q32.4,Other congenital malformations of bronchus
643,Q21.8,Other congenital malformations of cardiac septa
651,Q79.1,Other congenital malformations of diaphragm
649,Q79.1,Other congenital malformations of diaphragm
651,Q39.8,Other congenital malformations of esophagus
651,Q44.1,Other congenital malformations of gallbladder
643,Q26.8,Other congenital malformations of great veins
652,Q84.2,Other congenital malformations of hair
652,Q13.2,Other congenital malformations of iris
652,Q10.6,Other congenital malformations of lacrimal apparatus
652,Q31.8,Other congenital malformations of larynx
651,Q44.7,Other congenital malformations of liver
652,Q33.8,Other congenital malformations of lung
652,Q16.4,Other congenital malformations of middle ear
651,Q38.6,Other congenital malformations of mouth
649,Q79.8,Other congenital malformations of musculoskeletal system
652,Q84.6,Other congenital malformations of nails
652,Q30.8,Other congenital malformations of nose
643,Q25.8,Other congenital malformations of other great arteries
650,Q50.3,Other congenital malformations of ovary
650,Q55.6,Other congenital malformations of penis
651,Q38.8,Other congenital malformations of pharynx
652,Q14.8,Other congenital malformations of posterior segment of eye
643,Q25.7,Other congenital malformations of pulmonary artery
643,Q22.3,Other congenital malformations of pulmonary valve
643,Q27.2,Other congenital malformations of renal artery
649,Q76.6,Other congenital malformations of ribs
651,Q38.3,Other congenital malformations of tongue
652,Q32.1,Other congenital malformations of trachea
643,Q22.8,Other congenital malformations of tricuspid valve
593,Q62.8,Other congenital malformations of ureter
650,Q51.8,Other congenital malformations of uterus and cervix
650,Q52.4,Other congenital malformations of vagina
649,Q66.6,Other congenital valgus deformities of feet
649,Q66.3,Other congenital varus deformities of feet
711,W54.8,Other contact with dog
593,Q61.8,Other cystic kidney diseases
595,N30.8,Other cystitis
648,Q93.8,Other deletions from the autosomes
648,Q93.5,Other deletions of part of a chromosome
612,N75.8,Other diseases of Bartholin's gland
650,Q51.2,Other doubling of uterus
657,A66.2,Other early skin lesions of yaws
607,N80.8,Other endometriosis
652,Q81.8,Other epidermolysis bullosa
668,L51.8,Other erythema multiforme
727,Y07.4,"Other family member, perpetrator of maltreatment and neglect"
608,N81.8,Other female genital prolapse
715,W45.8,Other foreign body or object entering through skin
396,A54.8,Other gonococcal infections
618,D58.2,Other hemoglobinopathies
944,I42.2,Other hypertrophic cardiomyopathy
650,Q54.8,Other hypospadias
602,N41.8,Other inflammatory diseases of prostate
723,X82.8,Other intentional self-harm by crashing of motor vehicle
723,X71.8,Other intentional self-harm by drowning and submersion
321,A04.4,Other intestinal Escherichia coli infections
495,G46.7,Other lacunar syndromes
394,A50.5,"Other late congenital syphilis, symptomatic"
596,N21.8,Other lower urinary tract calculus
643,Q28.3,Other malformations of cerebral vessels
643,Q28.1,Other malformations of precerebral vessels
657,A66.7,Other manifestations of yaws
335,A39.8,Other meningococcal infections
934,A19.8,Other miliary tuberculosis
652,Q17.3,Other misshapen ear
602,N31.8,Other neuromuscular dysfunction of bladder
496,I61.8,Other nontraumatic intracerebral hemorrhage
496,I60.8,Other nontraumatic subarachnoid hemorrhage
593,Q62.3,Other obstructive defects of renal pelvis and ureter
668,L12.8,Other pemphigoid
668,L10.8,Other pemphigus
652,Q85.8,"Other phakomatoses, not elsewhere classified"
566,F19.1,Other psychoactive substance abuse
566,F19.2,Other psychoactive substance dependence
566,F19.9,"Other psychoactive substance use, unspecified"
649,Q72.8,Other reduction defects of lower limb
649,Q73.8,Other reduction defects of unspecified limb(s)
649,Q71.8,Other reduction defects of upper limb
652,Q04.3,Other reduction deformities of brain
934,A15.8,Other respiratory tuberculosis
944,I42.5,Other restrictive cardiomyopathy
394,A51.4,Other secondary syphilis
615,D57.8,Other sickle-cell disorders
668,L11.8,Other specified acantholytic disorders
668,L13.8,Other specified bullous disorders
648,Q99.8,Other specified chromosome abnormalities
652,Q89.8,Other specified congenital malformations
652,Q04.8,Other specified congenital malformations of brain
651,Q45.8,Other specified congenital malformations of digestive system
652,Q17.8,Other specified congenital malformations of ear
652,Q15.8,Other specified congenital malformations of eye
652,Q18.8,Other specified congenital malformations of face and neck
650,Q52.8,Other specified congenital malformations of female genitalia
643,Q24.8,Other specified congenital malformations of heart
652,Q84.8,Other specified congenital malformations of integument
651,Q43.8,Other specified congenital malformations of intestine
650,Q63.8,Other specified congenital malformations of kidney
649,Q74.8,Other specified congenital malformations of limb(s)
652,Q07.8,Other specified congenital malformations of nervous system
652,Q82.8,Other specified congenital malformations of skin
652,Q06.8,Other specified congenital malformations of spinal cord
651,Q40.2,Other specified congenital malformations of stomach
650,Q64.8,Other specified congenital malformations of urinary system
649,Q68.8,Other specified congenital musculoskeletal deformities
590,E13.2,Other specified diabetes mellitus with kidney complications
602,N36.8,Other specified disorders of urethra
602,N39.8,Other specified disorders of urinary system
618,D58.8,Other specified hereditary hemolytic anemias
612,N76.8,Other specified inflammation of vagina and vulva
943,C94.8,Other specified leukemias
649,Q78.8,Other specified osteochondrodysplasias
399,A63.8,Other specified predominantly sexually transmitted diseases
321,A07.8,Other specified protozoal intestinal diseases
595,N15.8,Other specified renal tubulo-interstitial diseases
648,Q92.8,Other specified trisomies and partial trisomies of autosomes
602,N39.4,Other specified urinary incontinence
564,F15.1,Other stimulant abuse
564,F15.2,Other stimulant dependence
564,F15.9,"Other stimulant use, unspecified"
394,A52.7,Other symptomatic late syphilis
614,D56.8,Other thalassemias
934,A17.8,Other tuberculosis of nervous system
595,N34.2,Other urethritis
336,A87.8,Other viral meningitis
657,L08.8,Oth local infections of the skin and subcutaneous tissue
657,I89.8,Oth noninfective disorders of lymphatic vessels and nodes
612,N83.8,"Oth noninflammatory disord of ovary, fallop and broad ligmt"
649,Q77.8,Oth osteochndrdys w defct of growth of tublr bones and spine
648,Q97.8,"Oth sex chromosome abnormalities, female phenotype"
495,G45.8,Oth transient cerebral ischemic attacks and related synd
495,G46.8,Oth vascular syndromes of brain in cerebrovascular diseases
602,N26.2,Page kidney
707,W45.1,Paper entering through skin
715,W45.1,Paper entering through skin
320,A01.1,Paratyphoid fever A
320,A01.2,Paratyphoid fever B
320,A01.3,Paratyphoid fever C
320,A01.4,"Paratyphoid fever, unspecified"
727,Y07.1,"Parent (adoptive) (biological), perp of maltreat and neglect"
618,D59.5,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]
643,Q26.3,Partial anomalous pulmonary venous connection
648,Q92.2,Partial trisomy
693,V36.6,Pasngr in 3-whl mv injured in clsn w nonmtr vehicle in traf
693,V36.1,Pasngr in 3-whl mv injured in clsn w nonmtr vehicle nontraf
693,V39.5,Pasngr in 3-whl mv injured in clsn w oth and unsp mv in traf
693,V39.1,Pasngr in 3-whl mv injured in clsn w oth and unsp mv nontraf
693,V37.6,Pasngr in 3-whl mv injured in clsn w statnry object in traf
693,V37.1,Pasngr in 3-whl mv injured in clsn w statnry object nontraf
693,V38.6,Pasngr in 3-whl mv injured in nonclsn trnsp accident in traf
693,V38.1,Pasngr in 3-whl mv injured in nonclsn trnsp accident nontraf
693,V33.6,"Pasngr in 3-whl mv injured pick-up truck, pk-up/van in traf"
693,V33.1,"Pasngr in 3-whl mv injured pick-up truck, pk-up/van nontraf"
693,V69.5,Pasngr in hv veh injured in clsn w oth and unsp mv in traf
693,V69.1,Pasngr in hv veh injured in clsn w oth and unsp mv nontraf
693,V68.6,Pasngr in hv veh injured in nonclsn trnsp accident in traf
693,V68.1,Pasngr in hv veh injured in nonclsn trnsp accident nontraf
693,V59.5,Pasngr in pk-up/van inj in clsn w oth and unsp mv in traf
693,V59.1,Pasngr in pk-up/van inj in clsn w oth and unsp mv nontraf
693,V56.6,Pasngr in pk-up/van injured in clsn w nonmtr vehicle in traf
693,V56.1,Pasngr in pk-up/van injured in clsn w nonmtr vehicle nontraf
693,V55.6,Pasngr in pk-up/van injured in clsn w rail trn/veh in traf
693,V55.1,Pasngr in pk-up/van injured in clsn w rail trn/veh nontraf
693,V57.6,Pasngr in pk-up/van injured in clsn w statnry object in traf
693,V57.1,Pasngr in pk-up/van injured in clsn w statnry object nontraf
693,V58.6,Pasngr in pk-up/van injured in nonclsn trnsp acc in traf
693,V58.1,Pasngr in pk-up/van injured in nonclsn trnsp acc nontraf
693,V53.6,"Pasngr in pk-up/van injured pick-up truck, pk-up/van in traf"
693,V53.1,"Pasngr in pk-up/van injured pick-up truck, pk-up/van nontraf"
693,V78.6,Pasngr on bus injured in nonclsn transport accident in traf
693,V78.1,Pasngr on bus injured in nonclsn transport accident nontraf
693,V32.6,Passenger in 3-whl mv injured in clsn w 2/3-whl mv in traf
693,V32.1,Passenger in 3-whl mv injured in clsn w 2/3-whl mv nontraf
693,V30.6,Passenger in 3-whl mv injured in clsn w ped/anml in traf
693,V30.1,Passenger in 3-whl mv injured in clsn w ped/anml nontraf
693,V31.6,Passenger in 3-whl mv injured in clsn w pedl cyc in traf
693,V31.1,Passenger in 3-whl mv injured in clsn w pedl cyc nontraf
693,V35.6,Passenger in 3-whl mv injured in clsn w rail trn/veh in traf
693,V35.1,Passenger in 3-whl mv injured in clsn w rail trn/veh nontraf
693,V34.6,Passenger in 3-whl mv injured in collision w hv veh in traf
693,V34.1,Passenger in 3-whl mv injured in collision w hv veh nontraf
693,V62.6,Passenger in hv veh injured in clsn w 2/3-whl mv in traf
693,V62.1,Passenger in hv veh injured in clsn w 2/3-whl mv nontraf
693,V66.6,Passenger in hv veh injured in clsn w nonmtr vehicle in traf
693,V66.1,Passenger in hv veh injured in clsn w nonmtr vehicle nontraf
693,V65.6,Passenger in hv veh injured in clsn w rail trn/veh in traf
693,V65.1,Passenger in hv veh injured in clsn w rail trn/veh nontraf
693,V67.6,Passenger in hv veh injured in clsn w statnry object in traf
693,V67.1,Passenger in hv veh injured in clsn w statnry object nontraf
693,V64.6,Passenger in hv veh injured in collision w hv veh in traf
693,V64.1,Passenger in hv veh injured in collision w hv veh nontraf
693,V60.6,Passenger in hv veh injured in collision w ped/anml in traf
693,V60.1,Passenger in hv veh injured in collision w ped/anml nontraf
693,V61.6,Passenger in hv veh injured in collision w pedl cyc in traf
693,V61.1,Passenger in hv veh injured in collision w pedl cyc nontraf
693,V63.6,"Passenger in hv veh injured pick-up truck, pk-up/van in traf"
693,V63.1,"Passenger in hv veh injured pick-up truck, pk-up/van nontraf"
693,V49.5,Passenger injured in collision w oth and unsp mv in traf
693,V49.1,Passenger injured in collision w oth and unsp mv nontraf
693,V52.6,Passenger in pk-up/van injured in clsn w 2/3-whl mv in traf
693,V52.1,Passenger in pk-up/van injured in clsn w 2/3-whl mv nontraf
693,V50.6,Passenger in pk-up/van injured in clsn w ped/anml in traf
693,V50.1,Passenger in pk-up/van injured in clsn w ped/anml nontraf
693,V51.6,Passenger in pk-up/van injured in clsn w pedl cyc in traf
693,V51.1,Passenger in pk-up/van injured in clsn w pedl cyc nontraf
693,V54.6,Passenger in pk-up/van injured in collision w hv veh in traf
693,V54.1,Passenger in pk-up/van injured in collision w hv veh nontraf
693,V76.6,Passenger on bus injured in clsn w nonmtr vehicle in traf
693,V76.1,Passenger on bus injured in clsn w nonmtr vehicle nontraf
693,V79.5,Passenger on bus injured in clsn w oth and unsp mv in traf
693,V79.1,Passenger on bus injured in clsn w oth and unsp mv nontraf
693,V77.6,Passenger on bus injured in clsn w statnry object in traf
693,V77.1,Passenger on bus injured in clsn w statnry object nontraf
693,V72.6,Passenger on bus injured in collision w 2/3-whl mv in traf
693,V72.1,Passenger on bus injured in collision w 2/3-whl mv nontraf
693,V74.6,Passenger on bus injured in collision w hv veh in traf
693,V74.1,Passenger on bus injured in collision w hv veh nontraf
693,V71.6,Passenger on bus injured in collision w pedal cycle in traf
693,V71.1,Passenger on bus injured in collision w pedal cycle nontraf
693,V70.6,Passenger on bus injured in collision w ped/anml in traf
693,V70.1,Passenger on bus injured in collision w ped/anml nontraf
693,V75.6,Passenger on bus injured in collision w rail trn/veh in traf
693,V75.1,Passenger on bus injured in collision w rail trn/veh nontraf
693,V73.6,"Passenger on bus injured pick-up truck, pk-up/van in traf"
693,V73.1,"Passenger on bus injured pick-up truck, pk-up/van nontraf"
643,Q25.0,Patent ductus arteriosus
649,Q67.7,Pectus carinatum
649,Q67.6,Pectus excavatum
691,V12.4,Pedal cycle driver injured in collision w 2/3-whl mv in traf
691,V12.0,Pedal cycle driver injured in collision w 2/3-whl mv nontraf
691,V14.4,Pedal cycle driver injured in collision w hv veh in traf
691,V14.0,Pedal cycle driver injured in collision w hv veh nontraf
691,V10.4,Pedal cycle driver injured in collision w ped/anml in traf
691,V10.0,Pedal cycle driver injured in collision w ped/anml nontraf
691,V13.4,"Pedal cycle driver injured pick-up truck, pk-up/van in traf"
691,V13.0,"Pedal cycle driver injured pick-up truck, pk-up/van nontraf"
691,V14.5,Pedal cycle passenger injured in collision w hv veh in traf
691,V14.1,Pedal cycle passenger injured in collision w hv veh nontraf
691,V19.3,Pedal cyclist (driver) (passenger) injured in unsp nontraf
691,V19.9,Pedal cyclist (driver) (passenger) injured in unsp traf
690,V02.1,Pedestrian injured in collision w 2/3-whl mv in traf
690,V02.0,Pedestrian injured in collision w 2/3-whl mv nontraf
690,V02.9,"Pedestrian injured in collision w 2/3-whl mv, unsp"
690,V04.1,Pedestrian injured in collision w hv veh in traffic accident
690,V04.0,Pedestrian injured in collision w hv veh nontraf
690,V04.9,"Pedestrian injured in collision w hv veh, unsp"
690,V06.1,Pedestrian injured in collision w nonmtr vehicle in traf
690,V06.0,Pedestrian injured in collision w nonmtr vehicle nontraf
690,V06.9,"Pedestrian injured in collision w oth nonmotor vehicle, unsp"
690,V01.1,Pedestrian injured in collision w pedal cycle in traf
690,V01.0,Pedestrian injured in collision w pedal cycle nontraf
690,V01.9,"Pedestrian injured in collision w pedal cycle, unsp"
690,V09.2,Pedestrian injured in traf involving oth and unsp mv
690,V09.1,Pedestrian injured in unspecified nontraffic accident
690,V09.3,Pedestrian injured in unspecified traffic accident
690,V09.9,Pedestrian injured in unspecified transport accident
690,V09.0,Pedestrian injured nontraf involving oth and unsp mv
690,V03.9,"Pedestrian injured pick-up truck, pick-up truck or van, unsp"
690,V03.1,"Pedestrian injured pick-up truck, pk-up/van in traf"
690,V03.0,"Pedestrian injured pick-up truck, pk-up/van nontraf"
691,V16.4,Pedl cyc driver injured in clsn w nonmtr vehicle in traf
691,V16.0,Pedl cyc driver injured in clsn w nonmtr vehicle nontraf
691,V19.4,Pedl cyc driver injured in clsn w oth and unsp mv in traf
691,V19.0,Pedl cyc driver injured in clsn w oth and unsp mv nontraf
691,V17.4,Pedl cyc driver injured in clsn w statnry object in traf
691,V17.0,Pedl cyc driver injured in clsn w statnry object nontraf
691,V11.4,Pedl cyc driver injured in collision w oth pedl cyc in traf
691,V11.0,Pedl cyc driver injured in collision w oth pedl cyc nontraf
691,V15.4,Pedl cyc driver injured in collision w rail trn/veh in traf
691,V15.0,Pedl cyc driver injured in collision w rail trn/veh nontraf
691,V18.4,Pedl cyc driver injured in nonclsn trnsp accident in traf
691,V18.0,Pedl cyc driver injured in nonclsn trnsp accident nontraf
691,V19.8,Pedl cyclst (driver) injured in oth transport accidents
691,V18.5,Pedl cyc pasngr injured in nonclsn trnsp accident in traf
691,V18.1,Pedl cyc pasngr injured in nonclsn trnsp accident nontraf
691,V16.5,Pedl cyc passenger injured in clsn w nonmtr vehicle in traf
691,V16.1,Pedl cyc passenger injured in clsn w nonmtr vehicle nontraf
691,V19.5,Pedl cyc passenger injured in clsn w oth and unsp mv in traf
691,V19.1,Pedl cyc passenger injured in clsn w oth and unsp mv nontraf
691,V11.5,Pedl cyc passenger injured in clsn w oth pedl cyc in traf
691,V11.1,Pedl cyc passenger injured in clsn w oth pedl cyc nontraf
691,V15.5,Pedl cyc passenger injured in clsn w rail trn/veh in traf
691,V15.1,Pedl cyc passenger injured in clsn w rail trn/veh nontraf
691,V17.5,Pedl cyc passenger injured in clsn w statnry object in traf
691,V17.1,Pedl cyc passenger injured in clsn w statnry object nontraf
691,V12.5,Pedl cyc passenger injured in collision w 2/3-whl mv in traf
691,V12.1,Pedl cyc passenger injured in collision w 2/3-whl mv nontraf
691,V10.5,Pedl cyc passenger injured in collision w ped/anml in traf
691,V10.1,Pedl cyc passenger injured in collision w ped/anml nontraf
691,V13.5,"Pedl cyc passenger injured pick-up truck, pk-up/van in traf"
691,V13.1,"Pedl cyc passenger injured pick-up truck, pk-up/van nontraf"
668,L12.9,"Pemphigoid, unspecified"
668,L10.4,Pemphigus erythematosus
668,L10.2,Pemphigus foliaceous
668,L10.9,"Pemphigus, unspecified"
668,L10.1,Pemphigus vegetans
668,L10.0,Pemphigus vulgaris
651,Q43.7,Persistent cloaca
643,Q26.1,Persistent left superior vena cava
693,V87.2,Person injured in collision betw car and pk-up/van (traffic)
693,V87.3,Person injured in collision between car and bus (traffic)
694,V82.4,Person injured while boarding or alighting from streetcar
693,V56.7,Person outsd pk-up/van inj in clsn w nonmtr vehicle in traf
693,V56.2,Person outsd pk-up/van inj in clsn w nonmtr vehicle nontraf
693,V57.7,Person outsd pk-up/van inj in clsn w statnry object in traf
693,V57.2,Person outsd pk-up/van inj in clsn w statnry object nontraf
693,V53.7,"Person outsd pk-up/van inj pick-up truck, pk-up/van in traf"
693,V53.2,"Person outsd pk-up/van inj pick-up truck, pk-up/van nontraf"
693,V36.7,Person outside 3-whl mv inj in clsn w nonmtr vehicle in traf
693,V36.2,Person outside 3-whl mv inj in clsn w nonmtr vehicle nontraf
693,V35.7,Person outside 3-whl mv inj in clsn w rail trn/veh in traf
