cause_id,cause_name,icd10_lookup_provided,icd10_ranges_expanded
641,Congenital birth defects,"P96.0, Q00-Q07.9, Q10.4-Q18.9, Q20-Q28.9, Q30-Q36, Q37-Q45.9, Q50-Q60.6, Q63-Q86, Q86.1-Q87.8, Q89-Q89.8, Q90-Q93.9, Q95-Q99.8","P96.0,Q00.0,Q00.1,Q00.2,Q01.0,Q01.1,Q01.2,Q01.8,Q01.9,Q03.0,Q03.1,Q03.8,Q03.9,Q04.0,Q04.1,Q04.2,Q04.3,Q04.4,Q04.5,Q04.6,Q04.8,Q04.9,Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9,Q06.0,Q06.1,Q06.2,Q06.3,Q06.4,Q06.8,Q06.9,Q07.0,Q07.8,Q07.9,Q10.4,Q10.5,Q10.6,Q10.7,Q11.0,Q11.1,Q11.2,Q11.3,Q12.0,Q12.1,Q12.2,Q12.3,Q12.4,Q12.8,Q12.9,Q13.0,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.8,Q13.9,Q14.0,Q14.1,Q14.2,Q14.3,Q14.8,Q14.9,Q15.0,Q15.8,Q15.9,Q16.0,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.9,Q17.0,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.8,Q17.9,Q18.0,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q18.8,Q18.9,Q20.0,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.8,Q20.9,Q21.0,Q21.1,Q21.2,Q21.3,Q21.4,Q21.8,Q21.9,Q22.0,Q22.1,Q22.2,Q22.3,Q22.4,Q22.5,Q22.6,Q22.8,Q22.9,Q23.0,Q23.1,Q23.2,Q23.3,Q23.4,Q23.8,Q23.9,Q24.0,Q24.1,Q24.2,Q24.3,Q24.4,Q24.5,Q24.6,Q24.8,Q24.9,Q25.0,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q25.9,Q26.0,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.8,Q26.9,Q27.0,Q27.1,Q27.2,Q27.3,Q27.4,Q27.8,Q27.9,Q28.0,Q28.1,Q28.2,Q28.3,Q28.8,Q28.9,Q30.0,Q30.1,Q30.2,Q30.3,Q30.8,Q30.9,Q31.0,Q31.1,Q31.2,Q31.3,Q31.5,Q31.8,Q31.9,Q32.0,Q32.1,Q32.2,Q32.3,Q32.4,Q33.0,Q33.1,Q33.2,Q33.3,Q33.4,Q33.5,Q33.6,Q33.8,Q33.9,Q34.0,Q34.1,Q34.8,Q34.9,Q35.1,Q35.3,Q35.5,Q35.7,Q35.9,Q36.0,Q36.1,Q36.9,Q37.0,Q37.1,Q37.2,Q37.3,Q37.4,Q37.5,Q37.8,Q37.9,Q38.0,Q38.1,Q38.2,Q38.3,Q38.4,Q38.5,Q38.6,Q38.7,Q38.8,Q39.0,Q39.1,Q39.2,Q39.3,Q39.4,Q39.5,Q39.6,Q39.8,Q39.9,Q40.0,Q40.1,Q40.2,Q40.3,Q40.8,Q40.9,Q41.0,Q41.1,Q41.2,Q41.8,Q41.9,Q42.0,Q42.1,Q42.2,Q42.3,Q42.8,Q42.9,Q43.0,Q43.1,Q43.2,Q43.3,Q43.4,Q43.5,Q43.6,Q43.7,Q43.8,Q43.9,Q44.0,Q44.1,Q44.2,Q44.3,Q44.4,Q44.5,Q44.6,Q44.7,Q45.0,Q45.1,Q45.2,Q45.3,Q45.8,Q45.9,Q50.0,Q50.1,Q50.2,Q50.3,Q50.4,Q50.5,Q50.6,Q51.0,Q51.1,Q51.2,Q51.3,Q51.4,Q51.5,Q51.6,Q51.7,Q51.8,Q51.9,Q52.0,Q52.1,Q52.2,Q52.3,Q52.4,Q52.5,Q52.6,Q52.7,Q52.8,Q52.9,Q53.0,Q53.1,Q53.2,Q53.9,Q54.0,Q54.1,Q54.2,Q54.3,Q54.4,Q54.8,Q54.9,Q55.0,Q55.1,Q55.2,Q55.3,Q55.4,Q55.5,Q55.6,Q55.7,Q55.8,Q55.9,Q56.0,Q56.1,Q56.2,Q56.3,Q56.4,Q60.0,Q60.1,Q60.2,Q60.3,Q60.4,Q60.5,Q60.6,Q63.0,Q63.1,Q63.2,Q63.3,Q63.8,Q63.9,Q64.0,Q64.1,Q64.2,Q64.3,Q64.4,Q64.5,Q64.6,Q64.7,Q64.8,Q64.9,Q65.0,Q65.1,Q65.2,Q65.3,Q65.4,Q65.5,Q65.6,Q65.8,Q65.9,Q66.0,Q66.1,Q66.2,Q66.3,Q66.4,Q66.5,Q66.6,Q66.7,Q66.8,Q66.9,Q67.0,Q67.1,Q67.2,Q67.3,Q67.4,Q67.5,Q67.6,Q67.7,Q67.8,Q68.0,Q68.1,Q68.2,Q68.3,Q68.4,Q68.5,Q68.6,Q68.8,Q69.0,Q69.1,Q69.2,Q69.9,Q70.0,Q70.1,Q70.2,Q70.3,Q70.4,Q70.9,Q71.0,Q71.1,Q71.2,Q71.3,Q71.4,Q71.5,Q71.6,Q71.8,Q71.9,Q72.0,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q73.0,Q73.1,Q73.8,Q74.0,Q74.1,Q74.2,Q74.3,Q74.8,Q74.9,Q75.0,Q75.1,Q75.2,Q75.3,Q75.4,Q75.5,Q75.8,Q75.9,Q76.0,Q76.1,Q76.2,Q76.3,Q76.4,Q76.5,Q76.6,Q76.7,Q76.8,Q76.9,Q77.0,Q77.1,Q77.2,Q77.3,Q77.4,Q77.5,Q77.6,Q77.7,Q77.8,Q77.9,Q78.0,Q78.1,Q78.2,Q78.3,Q78.4,Q78.5,Q78.6,Q78.8,Q78.9,Q79.0,Q79.1,Q79.2,Q79.3,Q79.4,Q79.5,Q79.6,Q79.8,Q79.9,Q80.0,Q80.1,Q80.2,Q80.3,Q80.4,Q80.8,Q80.9,Q81.0,Q81.1,Q81.2,Q81.8,Q81.9,Q82.0,Q82.1,Q82.2,Q82.3,Q82.4,Q82.5,Q82.8,Q82.9,Q83.0,Q83.1,Q83.2,Q83.3,Q83.8,Q83.9,Q84.0,Q84.1,Q84.2,Q84.3,Q84.4,Q84.5,Q84.6,Q84.8,Q84.9,Q85.0,Q85.1,Q85.8,Q85.9,Q86.0,Q86.1,Q86.2,Q86.8,Q86.1,Q86.2,Q86.8,Q87.0,Q87.1,Q87.2,Q87.3,Q87.4,Q87.5,Q87.8,Q89.0,Q89.1,Q89.2,Q89.3,Q89.4,Q89.7,Q89.8,Q90.0,Q90.1,Q90.2,Q90.9,Q91.0,Q91.1,Q91.2,Q91.3,Q91.4,Q91.5,Q91.6,Q91.7,Q92.0,Q92.1,Q92.2,Q92.5,Q92.6,Q92.7,Q92.8,Q92.9,Q93.0,Q93.1,Q93.2,Q93.3,Q93.4,Q93.5,Q93.7,Q93.8,Q93.9,Q95.0,Q95.1,Q95.2,Q95.3,Q95.5,Q95.8,Q95.9,Q96.0,Q96.1,Q96.2,Q96.3,Q96.4,Q96.8,Q96.9,Q97.0,Q97.1,Q97.2,Q97.3,Q97.8,Q97.9,Q98.0,Q98.1,Q98.3,Q98.4,Q98.5,Q98.6,Q98.7,Q98.8,Q98.9,Q99.0,Q99.1,Q99.2,Q99.8"
653,Skin and subcutaneous diseases,"A46-A46.0, A66-A67.9, B86, D86.3, I89.1-I89.8, L00-L05.9, L08-L08.9, L10-L14.0, L51-L51.9, L88-L89.9, L97-L98.4, M72.5-M72.6","A66.0,A66.1,A66.2,A66.3,A66.4,A66.5,A66.6,A66.7,A66.8,A66.9,A67.0,A67.1,A67.2,A67.3,A67.9,D86.3,I89.1,I89.8,L01.0,L01.1,L02.0,L02.1,L02.2,L02.3,L02.4,L02.5,L02.6,L02.8,L02.9,L03.0,L03.1,L03.2,L03.3,L03.8,L03.9,L04.0,L04.1,L04.2,L04.3,L04.8,L04.9,L05.0,L05.9,L08.0,L08.1,L08.8,L08.9,L10.0,L10.1,L10.2,L10.3,L10.4,L10.5,L10.8,L10.9,L11.0,L11.1,L11.8,L11.9,L12.0,L12.1,L12.2,L12.3,L12.8,L12.9,L13.0,L13.1,L13.8,L13.9,L51.0,L51.1,L51.2,L51.3,L51.8,L51.9,L89.0,L89.1,L89.2,L89.3,L89.4,L89.5,L89.6,L89.8,L89.9,L97.1,L97.2,L97.3,L97.4,L97.5,L97.8,L97.9,L98.0,L98.1,L98.2,L98.3,L98.4,M72.6"
669,Sense organ diseases,"H00-H59,H60-H85","H00.0,H00.1,H01.0,H01.1,H01.8,H01.9,H02.0,H02.1,H02.2,H02.3,H02.4,H02.5,H02.6,H02.7,H02.8,H02.9,H04.0,H04.1,H04.2,H04.3,H04.4,H04.5,H04.6,H04.8,H04.9,H05.0,H05.1,H05.2,H05.3,H05.4,H05.5,H05.8,H05.9,H10.0,H10.1,H10.2,H10.3,H10.4,H10.5,H10.8,H10.9,H11.0,H11.1,H11.2,H11.3,H11.4,H11.8,H11.9,H15.0,H15.1,H15.8,H15.9,H16.0,H16.1,H16.2,H16.3,H16.4,H16.8,H16.9,H17.0,H17.1,H17.8,H17.9,H18.0,H18.1,H18.2,H18.3,H18.4,H18.5,H18.6,H18.7,H18.8,H18.9,H20.0,H20.1,H20.2,H20.8,H20.9,H21.0,H21.1,H21.2,H21.3,H21.4,H21.5,H21.8,H21.9,H25.0,H25.1,H25.2,H25.8,H25.9,H26.0,H26.1,H26.2,H26.3,H26.4,H26.8,H26.9,H27.0,H27.1,H27.8,H27.9,H30.0,H30.1,H30.2,H30.8,H30.9,H31.0,H31.1,H31.2,H31.3,H31.4,H31.8,H31.9,H33.0,H33.1,H33.2,H33.3,H33.4,H33.8,H34.0,H34.1,H34.2,H34.8,H34.9,H35.0,H35.1,H35.2,H35.3,H35.4,H35.5,H35.6,H35.7,H35.8,H35.9,H40.0,H40.1,H40.2,H40.3,H40.4,H40.5,H40.6,H40.8,H40.9,H43.0,H43.1,H43.2,H43.3,H43.8,H43.9,H44.0,H44.1,H44.2,H44.3,H44.4,H44.5,H44.6,H44.7,H44.8,H44.9,H46.0,H46.1,H46.2,H46.3,H46.8,H46.9,H47.0,H47.1,H47.2,H47.3,H47.4,H47.5,H47.6,H47.9,H49.0,H49.1,H49.2,H49.3,H49.4,H49.8,H49.9,H50.0,H50.1,H50.2,H50.3,H50.4,H50.5,H50.6,H50.8,H50.9,H51.0,H51.1,H51.2,H51.8,H51.9,H52.0,H52.1,H52.2,H52.3,H52.4,H52.5,H52.6,H52.7,H53.0,H53.1,H53.2,H53.3,H53.4,H53.5,H53.6,H53.7,H53.8,H53.9,H54.0,H54.1,H54.2,H54.3,H54.4,H54.5,H54.6,H54.7,H54.8,H55.0,H55.8,H57.0,H57.1,H57.8,H57.9,H59.0,H59.1,H59.2,H59.3,H59.4,H59.8,H60.0,H60.1,H60.2,H60.3,H60.4,H60.5,H60.6,H60.8,H60.9,H61.0,H61.1,H61.2,H61.3,H61.8,H61.9,H62.4,H62.8,H65.0,H65.1,H65.2,H65.3,H65.4,H65.9,H66.0,H66.1,H66.2,H66.3,H66.4,H66.9,H67.1,H67.2,H67.3,H67.9,H68.0,H68.1,H69.0,H69.8,H69.9,H70.0,H70.1,H70.2,H70.8,H70.9,H71.0,H71.1,H71.2,H71.3,H71.9,H72.0,H72.1,H72.2,H72.8,H72.9,H73.0,H73.1,H73.2,H73.8,H73.9,H74.0,H74.1,H74.2,H74.3,H74.4,H74.8,H74.9,H75.0,H75.8,H80.0,H80.1,H80.2,H80.8,H80.9,H81.0,H81.1,H81.2,H81.3,H81.4,H81.8,H81.9,H82.1,H82.2,H82.3,H82.9,H83.0,H83.1,H83.2,H83.3,H83.8,H83.9"
680,Oral disorders,K00-K14,"K00.0,K00.1,K00.2,K00.3,K00.4,K00.5,K00.6,K00.7,K00.8,K00.9,K01.0,K01.1,K02.3,K02.5,K02.6,K02.7,K02.9,K03.0,K03.1,K03.2,K03.3,K03.4,K03.5,K03.6,K03.7,K03.8,K03.9,K04.0,K04.1,K04.2,K04.3,K04.4,K04.5,K04.6,K04.7,K04.8,K04.9,K05.0,K05.1,K05.2,K05.3,K05.4,K05.5,K05.6,K06.0,K06.1,K06.2,K06.8,K06.9,K08.0,K08.1,K08.2,K08.3,K08.4,K08.5,K08.8,K08.9,K09.0,K09.1,K09.8,K09.9,K11.0,K11.1,K11.2,K11.3,K11.4,K11.5,K11.6,K11.7,K11.8,K11.9,K12.0,K12.1,K12.2,K12.3,K13.0,K13.1,K13.2,K13.3,K13.4,K13.5,K13.6,K13.7,K14.0,K14.1,K14.2,K14.3,K14.4,K14.5,K14.6,K14.8,K14.9"
689,Road injuries,"V01-V04.9, V06-V80.9, V82-V82.9, V87.2-V87.3","V01.0,V01.1,V01.9,V02.0,V02.1,V02.9,V03.0,V03.1,V03.9,V04.0,V04.1,V04.9,V06.0,V06.1,V06.9,V09.0,V09.1,V09.2,V09.3,V09.9,V10.0,V10.1,V10.2,V10.3,V10.4,V10.5,V10.9,V11.0,V11.1,V11.2,V11.3,V11.4,V11.5,V11.9,V12.0,V12.1,V12.2,V12.3,V12.4,V12.5,V12.9,V13.0,V13.1,V13.2,V13.3,V13.4,V13.5,V13.9,V14.0,V14.1,V14.2,V14.3,V14.4,V14.5,V14.9,V15.0,V15.1,V15.2,V15.3,V15.4,V15.5,V15.9,V16.0,V16.1,V16.2,V16.3,V16.4,V16.5,V16.9,V17.0,V17.1,V17.2,V17.3,V17.4,V17.5,V17.9,V18.0,V18.1,V18.2,V18.3,V18.4,V18.5,V18.9,V19.0,V19.1,V19.2,V19.3,V19.4,V19.5,V19.6,V19.8,V19.9,V20.0,V20.1,V20.2,V20.3,V20.4,V20.5,V20.9,V21.0,V21.1,V21.2,V21.3,V21.4,V21.5,V21.9,V22.0,V22.1,V22.2,V22.3,V22.4,V22.5,V22.9,V23.0,V23.1,V23.2,V23.3,V23.4,V23.5,V23.9,V24.0,V24.1,V24.2,V24.3,V24.4,V24.5,V24.9,V25.0,V25.1,V25.2,V25.3,V25.4,V25.5,V25.9,V26.0,V26.1,V26.2,V26.3,V26.4,V26.5,V26.9,V27.0,V27.1,V27.2,V27.3,V27.4,V27.5,V27.9,V28.0,V28.1,V28.2,V28.3,V28.4,V28.5,V28.9,V29.0,V29.1,V29.2,V29.3,V29.4,V29.5,V29.6,V29.8,V29.9,V30.0,V30.1,V30.2,V30.3,V30.4,V30.5,V30.6,V30.7,V30.9,V31.0,V31.1,V31.2,V31.3,V31.4,V31.5,V31.6,V31.7,V31.9,V32.0,V32.1,V32.2,V32.3,V32.4,V32.5,V32.6,V32.7,V32.9,V33.0,V33.1,V33.2,V33.3,V33.4,V33.5,V33.6,V33.7,V33.9,V34.0,V34.1,V34.2,V34.3,V34.4,V34.5,V34.6,V34.7,V34.9,V35.0,V35.1,V35.2,V35.3,V35.4,V35.5,V35.6,V35.7,V35.9,V36.0,V36.1,V36.2,V36.3,V36.4,V36.5,V36.6,V36.7,V36.9,V37.0,V37.1,V37.2,V37.3,V37.4,V37.5,V37.6,V37.7,V37.9,V38.0,V38.1,V38.2,V38.3,V38.4,V38.5,V38.6,V38.7,V38.9,V39.0,V39.1,V39.2,V39.3,V39.4,V39.5,V39.6,V39.8,V39.9,V40.0,V40.1,V40.2,V40.3,V40.4,V40.5,V40.6,V40.7,V40.9,V41.0,V41.1,V41.2,V41.3,V41.4,V41.5,V41.6,V41.7,V41.9,V42.0,V42.1,V42.2,V42.3,V42.4,V42.5,V42.6,V42.7,V42.9,V43.0,V43.1,V43.2,V43.3,V43.4,V43.5,V43.6,V43.7,V43.9,V44.0,V44.1,V44.2,V44.3,V44.4,V44.5,V44.6,V44.7,V44.9,V45.0,V45.1,V45.2,V45.3,V45.4,V45.5,V45.6,V45.7,V45.9,V46.0,V46.1,V46.2,V46.3,V46.4,V46.5,V46.6,V46.7,V46.9,V47.0,V47.1,V47.2,V47.3,V47.4,V47.5,V47.6,V47.7,V47.9,V48.0,V48.1,V48.2,V48.3,V48.4,V48.5,V48.6,V48.7,V48.9,V49.0,V49.1,V49.2,V49.3,V49.4,V49.5,V49.6,V49.8,V49.9,V50.0,V50.1,V50.2,V50.3,V50.4,V50.5,V50.6,V50.7,V50.9,V51.0,V51.1,V51.2,V51.3,V51.4,V51.5,V51.6,V51.7,V51.9,V52.0,V52.1,V52.2,V52.3,V52.4,V52.5,V52.6,V52.7,V52.9,V53.0,V53.1,V53.2,V53.3,V53.4,V53.5,V53.6,V53.7,V53.9,V54.0,V54.1,V54.2,V54.3,V54.4,V54.5,V54.6,V54.7,V54.9,V55.0,V55.1,V55.2,V55.3,V55.4,V55.5,V55.6,V55.7,V55.9,V56.0,V56.1,V56.2,V56.3,V56.4,V56.5,V56.6,V56.7,V56.9,V57.0,V57.1,V57.2,V57.3,V57.4,V57.5,V57.6,V57.7,V57.9,V58.0,V58.1,V58.2,V58.3,V58.4,V58.5,V58.6,V58.7,V58.9,V59.0,V59.1,V59.2,V59.3,V59.4,V59.5,V59.6,V59.8,V59.9,V60.0,V60.1,V60.2,V60.3,V60.4,V60.5,V60.6,V60.7,V60.9,V61.0,V61.1,V61.2,V61.3,V61.4,V61.5,V61.6,V61.7,V61.9,V62.0,V62.1,V62.2,V62.3,V62.4,V62.5,V62.6,V62.7,V62.9,V63.0,V63.1,V63.2,V63.3,V63.4,V63.5,V63.6,V63.7,V63.9,V64.0,V64.1,V64.2,V64.3,V64.4,V64.5,V64.6,V64.7,V64.9,V65.0,V65.1,V65.2,V65.3,V65.4,V65.5,V65.6,V65.7,V65.9,V66.0,V66.1,V66.2,V66.3,V66.4,V66.5,V66.6,V66.7,V66.9,V67.0,V67.1,V67.2,V67.3,V67.4,V67.5,V67.6,V67.7,V67.9,V68.0,V68.1,V68.2,V68.3,V68.4,V68.5,V68.6,V68.7,V68.9,V69.0,V69.1,V69.2,V69.3,V69.4,V69.5,V69.6,V69.8,V69.9,V70.0,V70.1,V70.2,V70.3,V70.4,V70.5,V70.6,V70.7,V70.9,V71.0,V71.1,V71.2,V71.3,V71.4,V71.5,V71.6,V71.7,V71.9,V72.0,V72.1,V72.2,V72.3,V72.4,V72.5,V72.6,V72.7,V72.9,V73.0,V73.1,V73.2,V73.3,V73.4,V73.5,V73.6,V73.7,V73.9,V74.0,V74.1,V74.2,V74.3,V74.4,V74.5,V74.6,V74.7,V74.9,V75.0,V75.1,V75.2,V75.3,V75.4,V75.5,V75.6,V75.7,V75.9,V76.0,V76.1,V76.2,V76.3,V76.4,V76.5,V76.6,V76.7,V76.9,V77.0,V77.1,V77.2,V77.3,V77.4,V77.5,V77.6,V77.7,V77.9,V78.0,V78.1,V78.2,V78.3,V78.4,V78.5,V78.6,V78.7,V78.9,V79.0,V79.1,V79.2,V79.3,V79.4,V79.5,V79.6,V79.8,V79.9,V80.0,V80.1,V80.2,V80.3,V80.4,V80.5,V80.6,V80.7,V80.8,V80.9,V82.0,V82.1,V82.2,V82.3,V82.4,V82.5,V82.6,V82.7,V82.8,V82.9,V87.2,V87.3"
695,Other transport injuries,"V00-V00.8, V05-V05.9, V81-V81.9, V83-V86.9, V88.2-V88.3, V90-V98.8","V00.0,V00.1,V00.2,V00.3,V00.8,V05.0,V05.1,V05.9,V81.0,V81.1,V81.2,V81.3,V81.4,V81.5,V81.6,V81.7,V81.8,V81.9,V83.0,V83.1,V83.2,V83.3,V83.4,V83.5,V83.6,V83.7,V83.9,V84.0,V84.1,V84.2,V84.3,V84.4,V84.5,V84.6,V84.7,V84.9,V85.0,V85.1,V85.2,V85.3,V85.4,V85.5,V85.6,V85.7,V85.9,V86.0,V86.1,V86.2,V86.3,V86.4,V86.5,V86.6,V86.7,V86.9,V88.2,V88.3,V90.0,V90.1,V90.2,V90.3,V90.8,V91.0,V91.1,V91.2,V91.3,V91.8,V92.0,V92.1,V92.2,V93.0,V93.1,V93.2,V93.3,V93.4,V93.5,V93.6,V93.8,V94.0,V94.1,V94.2,V94.3,V94.4,V94.8,V94.9,V95.0,V95.1,V95.2,V95.3,V95.4,V95.8,V95.9,V96.0,V96.1,V96.2,V96.8,V96.9,V97.0,V97.1,V97.2,V97.3,V97.8,V98.0,V98.1,V98.2,V98.3,V98.8"
697,Falls,W00-W19.9,"W00.0,W00.1,W00.2,W00.9,W01.0,W01.1,W05.0,W05.1,W05.2,W09.0,W09.1,W09.2,W09.8,W10.0,W10.1,W10.2,W10.8,W10.9,W13.0,W13.1,W13.2,W13.3,W13.4,W13.8,W13.9,W16.0,W16.1,W16.2,W16.3,W16.4,W16.5,W16.6,W16.7,W16.8,W16.9,W17.0,W17.1,W17.2,W17.3,W17.4,W17.8,W18.0,W18.1,W18.2,W18.3,W18.4"
699,"Fire, heat, and hot substances","X00-X06.9, X08-X19.9","X00.0,X00.1,X00.2,X00.3,X00.4,X00.5,X00.8,X01.0,X01.1,X01.3,X01.4,X01.8,X02.0,X02.1,X02.2,X02.3,X02.4,X02.5,X02.8,X03.0,X03.1,X03.3,X03.4,X03.8,X06.0,X06.1,X06.2,X06.3,X08.0,X08.1,X08.2,X08.8,X10.0,X10.1,X10.2,X11.0,X11.1,X11.8,X13.0,X13.1,X14.0,X14.1,X15.0,X15.1,X15.2,X15.3,X15.8"
704,Exposure to mechanical forces,"W20-W38.9, W40-W43.9, W45.0-W45.2, W46-W46.2, W49-W52, W75-W75.9","W20.0,W20.1,W20.8,W21.0,W21.1,W21.2,W21.3,W21.4,W21.8,W21.9,W22.0,W22.1,W22.8,W23.0,W23.1,W24.0,W24.1,W26.0,W26.1,W27.0,W27.1,W27.2,W27.3,W27.4,W27.5,W27.8,W29.0,W29.1,W29.2,W29.3,W29.4,W29.8,W30.0,W30.1,W30.2,W30.3,W30.8,W30.9,W31.0,W31.1,W31.2,W31.3,W31.8,W31.9,W32.0,W32.1,W33.0,W33.1,W34.0,W34.1,W36.1,W36.2,W36.3,W36.8,W36.9,W37.0,W37.8,W40.0,W40.1,W40.8,W40.9,W42.0,W42.9,W45.0,W45.1,W45.2,W46.0,W46.1,W49.0,W49.9,W50.0,W50.1,W50.2,W50.3,W50.4"
708,Adverse effects of medical treatment,"Y40-Y84.9, Y88-Y88.3","Y62.0,Y62.1,Y62.2,Y62.3,Y62.4,Y62.5,Y62.6,Y62.8,Y62.9,Y63.0,Y63.1,Y63.2,Y63.3,Y63.4,Y63.5,Y63.6,Y63.8,Y63.9,Y64.0,Y64.1,Y64.8,Y64.9,Y65.0,Y65.1,Y65.2,Y65.3,Y65.4,Y65.5,Y65.8,Y70.0,Y70.1,Y70.2,Y70.3,Y70.8,Y71.0,Y71.1,Y71.2,Y71.3,Y71.8,Y72.0,Y72.1,Y72.2,Y72.3,Y72.8,Y73.0,Y73.1,Y73.2,Y73.3,Y73.8,Y74.0,Y74.1,Y74.2,Y74.3,Y74.8,Y75.0,Y75.1,Y75.2,Y75.3,Y75.8,Y76.0,Y76.1,Y76.2,Y76.3,Y76.8,Y77.0,Y77.1,Y77.2,Y77.3,Y77.8,Y78.0,Y78.1,Y78.2,Y78.3,Y78.8,Y79.0,Y79.1,Y79.2,Y79.3,Y79.8,Y80.0,Y80.1,Y80.2,Y80.3,Y80.8,Y81.0,Y81.1,Y81.2,Y81.3,Y81.8,Y82.8,Y82.9,Y83.0,Y83.1,Y83.2,Y83.3,Y83.4,Y83.5,Y83.6,Y83.8,Y83.9,Y84.0,Y84.1,Y84.2,Y84.3,Y84.4,Y84.5,Y84.6,Y84.7,Y84.8,Y84.9"
709,Animal contact,"W52.0-W62.9, W64-W64.9, X20-X29.9","W53.0,W53.1,W53.2,W53.8,W54.0,W54.1,W54.8,W55.0,W55.1,W55.2,W55.3,W55.4,W55.5,W55.8,W56.0,W56.1,W56.2,W56.3,W56.4,W56.5,W56.8,W58.0,W58.1,W59.0,W59.1,W59.2,W59.8,W61.0,W61.1,W61.2,W61.3,W61.4,W61.5,W61.6,W61.9,W62.0,W62.1,W62.9"
712,Foreign body,"W44-W45, W45.3-W45.9, W78-W80.9, W83-W84.9","W45.0,W45.1,W45.2,W45.8,W45.8"
716,Other unintentional injuries,"W39-W39.9, W77-W77.9, W81-W81.9, W85-W87.9, X50-X54.9, X57-X58.9","W86.0,W86.1,W86.8"
718,Self-harm,"X60-X64.9, X66-X84.9, Y87.0","X71.0,X71.1,X71.2,X71.3,X71.8,X71.9,X73.0,X73.1,X73.2,X73.8,X73.9,X74.0,X74.8,X74.9,X77.0,X77.1,X77.2,X77.3,X77.8,X77.9,X78.0,X78.1,X78.2,X78.8,X78.9,X81.0,X81.1,X81.8,X82.0,X82.1,X82.2,X82.8,X83.0,X83.1,X83.2,X83.8"
724,Interpersonal violence,"X85-Y08.9, Y87.1","X92.0,X92.1,X92.2,X92.3,X92.8,X92.9,X94.0,X94.1,X94.2,X94.8,X94.9,X95.0,X95.8,X95.9,X96.0,X96.1,X96.2,X96.3,X96.4,X96.8,X96.9,X98.0,X98.1,X98.2,X98.3,X98.8,X98.9,X99.0,X99.1,X99.2,X99.8,X99.9,Y02.0,Y02.1,Y02.8,Y03.0,Y03.8,Y04.0,Y04.1,Y04.2,Y04.8,Y07.0,Y07.1,Y07.4,Y07.5,Y07.9,Y08.0,Y08.8"
729,Exposure to forces of nature,X33-X38.9,"X36.0,X36.1,X37.0,X37.1,X37.2,X37.3,X37.4,X37.8,X37.9"
741,Maternal deaths aggravated by HIV/AIDS,O98.7,O98.7
842,Environmental heat and cold exposure,"L55-L55.9, L56.3, L56.8-L56.9, L58-L58.9, W88-W94.9, W97.9, W99-W99.9, X30-X32.9, X39-X39.9","L55.0,L55.1,L55.2,L55.9,L56.3,L56.8,L56.9,L58.0,L58.1,L58.9,W88.0,W88.1,W88.8,W89.0,W89.1,W89.8,W89.9,W90.0,W90.1,W90.2,W90.8,W93.0,W93.1,W93.2,W93.8,W94.0,W94.1,W94.2,W94.3,X39.0,X39.8"
843,Ebola,A98.4,A98.4
854,Executions and police conflict,"Y35-Y35.9, Y89.0","Y35.0,Y35.1,Y35.2,Y35.3,Y35.4,Y35.8,Y35.9"
936,Guinea worm disease,E72,"E72.0,E72.1,E72.2,E72.3,E72.4,E72.5,E72.8,E72.9"
945,Conflict and terrorism,"U00-U03, Y36-Y38.9, Y89.1","Y36.0,Y36.1,Y36.2,Y36.3,Y36.4,Y36.5,Y36.6,Y36.7,Y36.8,Y36.9,Y37.0,Y37.1,Y37.2,Y37.3,Y37.4,Y37.5,Y37.6,Y37.7,Y37.9,Y38.0,Y38.1,Y38.2,Y38.3,Y38.4,Y38.5,Y38.6,Y38.7,Y38.8,Y38.9"
298,HIV/AIDS,B20-B24.9,NA
340,Tetanus,A33-A35.0,NA
357,Dengue,A90-A91.9,NA
935,Zika virus,U06-U06.9,NA
376,Late maternal deaths,O96-O97.9,NA
546,Multiple sclerosis,G35-G35.9,NA
686,Sudden infant death syndrome,R95-R95.9,NA
698,Drowning,"W65-W70.9, W73-W74.9",NA
700,Poisonings,"X46-X47, X47.1-X47.8, X48-X48.9",NA
582,Idiopathic developmental intellectual disability,F70-F79,NA
